"payCardID","payCardBank","payCardName","payCardSex","payCardBirthYear"
4754286332085799,dki,Banara Salahudin,M,1946
4759974348569444,dki,Bambang Aryani,F,1994
4760883584117262,dki,"Drs. Kiandra Mangunsong, S.Farm",F,1993
4762996545785189,dki,Laras Zulaika,F,1990
4764453041191296,dki,"Bella Marpaung, S.Psi",M,1972
4766007569419196,dki,"Danu Suartini, S.Farm",M,2010
4767223872063121,dki,Edi Suryatmi,M,1995
4775824447575950,dki,Shania Kusumo,M,1947
4776067366589862,dki,"Sutan Kemal Agustina, S.H.",F,1995
4790144523070821,dki,Laswi Kusumo,M,2011
4799378402955576,dki,Olivia Prayoga,M,1988
4800273826652460,dki,Rahayu Winarsih,F,1988
4802014570181753,dki,Tgk. Ami Mustofa,M,1989
4805645458987501,dki,"Ir. Sakura Mayasari, M.M.",F,1986
4806753400680924,dki,"KH. Ajiono Farida, M.Farm",F,1983
4811093995390867,dki,Wani Mansur,F,2011
4816654317647006,dki,"Jaya Saptono, S.Psi",F,1986
4817620823758230,dki,"Dina Halimah, S.Psi",F,1993
4820012802801816,dki,Yono Winarsih,F,1981
4822998072462404,dki,Candrakanta Pratiwi,F,1986
4826599994372923,dki,drg. Nalar Prasasta,M,2000
4827442129358526,dki,"R.A. Oliva Yuliarti, M.Kom.",F,1992
4836315239761517,dki,"Empluk Ardianto, S.E.I",M,1998
4839065457731638,dki,Leo Wastuti,F,1991
4839213833679358,dki,"T. Omar Hassanah, S.IP",M,2004
4840744854508974,dki,"Puti Ellis Haryanti, S.E.",F,2004
4844866858023357,dki,Mila Prasetyo,M,1974
4846285352667528,dki,Ilyas Rahimah,F,1984
4847987759140889,dki,R.M. Jarwa Pradipta,M,2001
4851113638274418,dki,Dono Situmorang,F,2012
4857511536859376,dki,Laras Salahudin,F,2003
4861975056603973,dki,Kiandra Farida,F,1995
4866640196160616,dki,Puji Padmasari,F,1965
4868902332492297,dki,"drg. Salimah Pranowo, S.E.",M,1989
4879699657417431,dki,Elon Laksmiwati,F,2009
4883884234588862,dki,R.A. Endah Hardiansyah,M,1966
4885331907664776,dki,Gandi Widodo,F,1997
4885706111446864,dki,Drs. Lasmanto Wacana,F,1987
4888709601933075,dki,"Natalia Sinaga, S.Gz",F,2000
4890377962908080,dki,Lembah Nuraini,F,2009
4893901061192218,dki,"dr. Ellis Nugroho, S.E.I",F,1988
4894146910205774,dki,"Baktianto Suartini, S.I.Kom",M,2002
4899581514802532,dki,Gawati Tarihoran,F,1979
4905734029265594,dki,Ega Andriani,F,1990
4907137439448917,dki,Emong Prasetya,F,2005
4920568766034164,dki,Latif Putra,M,1976
4924888393613412,dki,Zelda Irawan,M,1983
4938666263945591,dki,Marsudi Hastuti,M,2008
4939292313812746,dki,Warta Siregar,F,1994
4947438345710982,dki,Rahayu Rahayu,F,2006
4947631601276165,dki,"Icha Gunarto, M.Pd",F,1997
4949430360722628,dki,Fathonah Saefullah,F,1996
4951106743101541,dki,Dr. Ulva Mandala,M,1973
4956563442422641,dki,Citra Wahyuni,F,2002
4959718468452404,dki,Dalima Iswahyudi,F,1998
4961293020468542,dki,"Wawan Sudiati, S.IP",F,2007
4963448495299008,dki,"R. Shakila Mansur, M.Farm",F,1994
4965754419769895,dki,Nasrullah Megantara,M,1982
4968046754220924,dki,Umay Nasyidah,M,2005
4968156435384914,dki,Martana Suartini,F,2007
4969389181181692,dki,Jabal Siregar,F,1982
4974804949914047,dki,Gangsar Siregar,M,1996
4988303565741275,dki,Yuliana Mayasari,M,1994
4991481114103745,dki,Prayogo Oktaviani,M,2000
4993263234061542,dki,Padma Laksmiwati,F,2008
4993628236551825,dki,Ian Pangestu,M,1983
4996225095064169,dki,Emong Wastuti,F,1992
5114535082212157,dki,"Kenari Setiawan, S.Sos",F,1992
5115620173064813,dki,Budi Palastri,F,1987
5125406223322395,dki,"drg. Usyi Halimah, S.E.",F,2004
5127142251737778,dki,Maimunah Melani,F,1988
5134532253940704,dki,Suci Wacana,M,1985
5152592939536679,dki,"Rahman Novitasari, S.Kom",F,1999
5155559057141068,dki,"Drs. Elma Tampubolon, S.Kom",M,1965
5164263631970030,dki,dr. Kamaria Najmudin,M,1981
5168477096207938,dki,Wani Permadi,F,1980
5172515308476777,dki,Cut Azalea Sihombing,F,1985
5209931277664722,dki,R.M. Taufan Maryadi,F,1975
5220242748386167,dki,Tasnim Sihombing,F,2007
5238509910340929,dki,"Dr. Novi Budiman, S.IP",F,1995
5250092671931114,dki,Kenzie Pranowo,F,1956
5253907658951545,dki,"Farah Hardiansyah, M.M.",F,2010
5257753207807101,dki,"Jasmin Dabukke, M.TI.",M,1979
5284657247304556,dki,H. Reksa Tampubolon,M,2007
5289819176553968,dki,Cengkir Widodo,F,1990
5305875661679544,dki,Intan Pangestu,F,2012
5306981792743198,dki,Sakti Puspita,F,1988
5321470256126935,dki,"Tania Halimah, S.Ked",F,2002
5336700906288492,dki,Ibrahim Farida,F,1975
5341741857403600,dki,"Drs. Oliva Mandala, S.H.",M,1985
5348700024599545,dki,Nilam Purnawati,F,1982
5430018591726410,dki,Karna Waskita,M,1981
5437689300738558,dki,Mala Mardhiyah,M,2000
5451437566035173,dki,Tgk. Upik Samosir,M,1995
5465310774429054,dki,Hj. Rahmi Hartati,F,2010
5470428062544344,dki,Kamila Sudiati,M,1988
5473439177945786,dki,Anom Anggriawan,F,2005
5485694816065091,dki,Alika Waskita,F,2009
5493754737294400,dki,Titi Narpati,F,1990
5497693436473848,dki,Yance Usada,M,1984
5498307685938018,dki,Zamira Nainggolan,F,2002
5511077339427535,dki,R.A. Rahayu Saptono,F,1995
5511678885454136,dki,Nadia Latupono,F,1994
5512989045494139,dki,Samsul Iswahyudi,F,2005
5530470482508325,dki,Jamalia Lestari,F,2003
5539337945664584,dki,"Vega Suryono, M.Ak",F,2008
5541851157087967,dki,"Oskar Widiastuti, S.Farm",F,1997
5542490449138301,dki,Sutan Narji Nasyidah,M,2001
5550195894033357,dki,Cakrabirawa Manullang,M,1981
5552327039791635,dki,"Hj. Vera Narpati, S.Kom",M,1989
5572484380784028,dki,"drg. Jaga Sitompul, S.E.I",F,1993
5578930710752840,dki,Hairyanto Pranowo,F,1985
5584719354047027,dki,"Yance Lazuardi, M.Pd",M,2003
5598479367629402,dki,Uli Prasetyo,M,1985
5598626771361457,dki,Karsana Budiman,F,1985
6011016864826912,dki,Novi Tamba,M,1965
6011018350339285,dki,dr. Indra Maryati,M,2007
6011024970416149,dki,"Nadia Saragih, S.I.Kom",F,2002
6011030576594056,dki,Jamalia Permadi,F,1981
6011047676641058,dki,Sutan Kariman Situmorang,F,2012
6011051787457511,dki,"Tgk. Ifa Damanik, M.Ak",F,1994
6011078180763856,dki,Vicky Prastuti,F,2000
6011095868107446,dki,Kayla Puspasari,M,2008
6011099919397345,dki,Malika Usamah,M,1981
6011114900479836,dki,dr. Bala Kusmawati,M,1977
6011141476414459,dki,Kariman Rajata,M,1971
6011155279877282,dki,Azalea Tarihoran,M,1980
6011158789391307,dki,"Shania Mustofa, S.Sos",M,1969
6011162006507240,dki,Lasmanto Budiman,M,1989
6011188267590104,dki,dr. Gamani Habibi,F,1986
6011192316926012,dki,"Emin Hutagalung, S.Gz",M,1975
6011206561670347,dki,Suci Hutagalung,F,1971
6011275975124621,dki,Drs. Puspa Nashiruddin,F,1982
6011285188350939,dki,Oliva Budiyanto,F,1982
6011286338828865,dki,Ajeng Halim,F,1990
6011309044185857,dki,"drg. Martaka Situmorang, S.Sos",M,1992
6011317469180253,dki,Ulya Suartini,F,1981
6011318555985316,dki,"Cakrawangsa Narpati, S.H.",F,1997
6011319634394124,dki,Ira Andriani,M,2004
6011327569819106,dki,"Dr. Cici Natsir, S.Gz",M,1982
6011344618245142,dki,Daniswara Narpati,M,2005
6011359873049658,dki,Drs. Vino Prabowo,F,2002
6011379876309750,dki,Hani Mandasari,F,1999
6011380924843055,dki,"Ir. Martaka Maheswara, M.TI.",M,1988
6011389435937108,dki,Hilda Permadi,M,1984
6011390140483032,dki,Ida Nashiruddin,F,1985
6011393441256446,dki,Bella Wulandari,F,2000
6011412805910941,dki,Sari Pradipta,M,1988
6011419697000202,dki,KH. Latif Rajata,F,1997
6011448644531027,dki,Widya Mulyani,F,1990
6011449627550133,dki,Cawisadi Hardiansyah,F,2005
6011491438537776,dki,Cut Dian Simanjuntak,M,1981
6011492243165720,dki,Kuncara Laksmiwati,M,2005
6011512120886757,dki,Tasnim Maryati,F,1966
6011512141688729,dki,Nyoman Winarsih,F,1999
6011526887160594,dki,Rina Saragih,M,1984
6011532103411290,dki,"Betania Hutasoit, S.Pt",M,1974
6011537154923796,dki,Talia Purnawati,F,1992
6011538949512787,dki,"Calista Hastuti, S.Kom",M,1995
6011543080425997,dki,"Harsana Anggraini, M.M.",F,1986
6011582897349081,dki,Ella Yuniar,F,2003
6011596915345442,dki,Atmaja Nababan,M,2008
6011618540818377,dki,"Cut Agnes Thamrin, S.Psi",F,1970
6011627303030500,dki,drg. Azalea Pranowo,F,2004
6011651850954961,dki,Cut Malika Wastuti,M,1967
6011656090843460,dki,Cayadi Maryati,F,1994
6011686133020107,dki,"Alika Hutasoit, S.Gz",M,1980
6011718497540493,dki,Langgeng Handayani,M,2006
6011718928121822,dki,Ade Halimah,F,1993
6011737385609178,dki,Darimin Mardhiyah,F,1981
6011748865588394,dki,"Aurora Pangestu, S.Farm",M,1975
6011760758453230,dki,Opan Wibowo,M,1974
6011776590403225,dki,"drg. Nova Agustina, S.Sos",F,2011
6011784924662888,dki,Gamani Pratama,M,1956
6011818608233762,dki,Johan Palastri,F,2004
6011818902381085,dki,"Ir. Vivi Palastri, M.TI.",F,1994
6011822091986589,dki,"Yosef Novitasari, M.M.",F,1984
6011828579559046,dki,Ir. Rafid Simbolon,M,1973
6011831480860198,dki,"Drs. Among Wijaya, S.Pt",F,1978
6011861224604040,dki,Marwata Kusumo,F,2001
6011890148789744,dki,Darsirah Widodo,F,1989
6011891604500799,dki,"Gandi Agustina, S.Ked",F,2001
6011915812790007,dki,Sutan Joko Budiman,M,1986
6011916784323298,dki,"Purwa Hutagalung, M.M.",M,2007
6011917728048173,dki,Shania Nuraini,F,1991
6011941254478067,dki,"Dt. Lasmanto Nuraini, S.I.Kom",M,1983
6011955512372292,dki,Safina Pertiwi,M,1985
6011961852805826,dki,"Hj. Putri Marpaung, S.Kom",M,1992
6011966485146142,dki,Bagya Prabowo,M,1994
6011971911544803,dki,"Drs. Cengkal Astuti, S.Gz",M,1988
6011980496984235,dki,Dr. Sadina Hassanah,F,1988
6501276844154523,dki,Latif Nainggolan,F,1999
6501453447414147,dki,"Nadine Winarsih, S.T.",M,1994
6502608039778006,dki,Wardaya Mandala,M,1969
6502902290603767,dki,Titi Siregar,M,1974
6502937248567987,dki,Gandi Kusmawati,M,1947
6505428590869475,dki,dr. Janet Budiyanto,M,1965
6505561612113090,dki,"Dt. Nyoman Latupono, S.Psi",F,1991
6507536585974874,dki,Calista Lazuardi,F,1989
6507638073318307,dki,Hani Nugroho,F,1988
6509546148313351,dki,Edi Susanti,M,1982
6509916602424061,dki,Purwadi Anggraini,M,1992
6510013988638519,dki,"Cagak Maheswara, S.Sos",F,1992
6510019920587300,dki,Anastasia Marpaung,F,1986
6510380828231726,dki,"KH. Yosef Prayoga, S.Farm",M,1985
6510567196644064,dki,Asman Zulaika,M,2008
6511374554985729,dki,Hj. Yulia Situmorang,F,1999
6512908091827214,dki,"Bakti Nurdiyanti, S.H.",F,2010
6515621790318925,dki,Iriana Riyanti,M,1996
6515664053356414,dki,Kezia Maryadi,M,1978
6519634770438502,dki,Zulaikha Suryatmi,M,1991
6520849770634960,dki,"Drs. Hilda Anggraini, S.Farm",M,1982
6521040134321754,dki,"Sutan Rosman Laksita, S.I.Kom",F,1994
6521117877849611,dki,Hamima Budiman,M,1980
6521363371251116,dki,Galuh Susanti,F,2006
6522223396521548,dki,Lukita Wulandari,M,2010
6522272102888311,dki,Ifa Widiastuti,F,2006
6523645346654293,dki,Nugraha Uyainah,M,1981
6523744164769869,dki,Fathonah Wacana,M,1983
6525432887576005,dki,Bagya Budiyanto,F,1991
6528986136645686,dki,"Kawaya Sudiati, S.Farm",F,2004
6529087112754011,dki,Yunita Purnawati,M,2006
6529240909455553,dki,Genta Natsir,F,1982
6530217723210577,dki,Azalea Sinaga,M,1979
6531733212216122,dki,Saadat Habibi,F,2003
6532316827167408,dki,"Hj. Ella Dabukke, S.E.I",M,1988
6534345904864320,dki,"drg. Danang Lailasari, M.M.",F,1973
6534999720888762,dki,"Wage Winarno, S.Kom",M,2007
6536010352045925,dki,"Dt. Tri Wacana, S.I.Kom",F,1996
6537969337815729,dki,"drg. Amelia Narpati, S.I.Kom",F,1984
6539040209758344,dki,"Puti Febi Sitorus, M.TI.",M,1999
6539609181866141,dki,"R.A. Ani Mahendra, S.Gz",F,1996
6540503371279610,dki,Bakti Yuliarti,M,1998
6540672233441260,dki,"Emil Widiastuti, S.Gz",M,1998
6540723056644645,dki,Tgk. Wani Prasetyo,M,2011
6541451803309614,dki,Harsaya Rahayu,M,1998
6542284999119557,dki,Tirta Rajata,M,2000
6542837703080439,dki,Aurora Nasyiah,M,1991
6543370786192839,dki,Enteng Novitasari,M,1967
6543676226758108,dki,Kairav Rajasa,F,2002
6544577386584806,dki,"Tgk. Shakila Pangestu, S.H.",M,2001
6544828689784746,dki,Ina Sudiati,M,1981
6547155617203954,dki,drg. Artawan Sitorus,M,1952
6547377960862547,dki,Fitriani Rahmawati,F,2006
6549077052972315,dki,Olivia Irawan,M,1984
6550332736004951,dki,Upik Lailasari,F,1984
6551773153088424,dki,Ellis Prasetya,F,1952
6552821364099885,dki,"T. Ikhsan Maryati, S.Kom",F,1970
6556778552086817,dki,Kurnia Mulyani,F,1986
6558313572530681,dki,"Asman Mansur, M.Ak",M,2009
6558770227673366,dki,Tgk. Nurul Pranowo,F,1992
6559195405774555,dki,Puspa Wibowo,F,1982
6562850163811263,dki,Dina Prabowo,F,1981
6563524092020960,dki,Hendra Andriani,M,1992
6563676663681545,dki,Mala Agustina,M,1961
6564335022266287,dki,"Vicky Purnawati, S.Farm",M,1994
6565479857225684,dki,Gina Salahudin,M,1967
6565954125692691,dki,Balangga Wastuti,M,1994
6567245294939171,dki,Makuta Hasanah,M,2010
6569399043245469,dki,Maya Marpaung,M,2005
6569508543964383,dki,"Tgk. Hesti Situmorang, M.TI.",F,1996
6570035474604116,dki,Hasta Anggriawan,F,2000
6571636366239447,dki,Hamzah Zulaika,M,1986
6572023263706241,dki,"H. Limar Safitri, M.Pd",F,2008
6572535888310380,dki,Jais Thamrin,F,1995
6573313022751813,dki,Jaya Padmasari,M,1984
6575045651468974,dki,Michelle Aryani,F,1999
6575130739600630,dki,Danuja Usada,F,2002
6580235224672813,dki,Sadina Lailasari,F,1987
6581936160714795,dki,Puti Siregar,M,1976
6582441579700211,dki,Dartono Halim,F,1983
6582901155320791,dki,Zizi Widiastuti,F,1985
6584157215342758,dki,R. Sakura Usada,M,2003
6584835157983339,dki,Kartika Purnawati,F,1988
6585885975007109,dki,Hardana Gunarto,F,1982
6585902156860568,dki,Olivia Tarihoran,F,1988
6587137790829723,dki,Hasna Suwarno,F,1997
6587237994402242,dki,Tgk. Tira Wahyudin,F,1994
6587312430989803,dki,Amelia Ardianto,M,2002
6588742666722164,dki,Dono Nababan,F,1983
6589152382354731,dki,Ade Halimah,M,1982
6589314352421169,dki,"H. Rangga Santoso, S.Farm",M,1973
6590854673757012,dki,Bajragin Najmudin,M,1986
6592199688926618,dki,"Cut Ifa Kusumo, S.Pt",F,1979
6592322056148025,dki,H. Jagaraga Prastuti,F,1967
6593023949141297,dki,"T. Upik Permata, M.Farm",M,1957
6593608929409647,dki,Jamalia Prasetyo,M,1999
6594038151360079,dki,Darijan Wijaya,M,1998
6594531889548841,dki,T. Raden Kuswandari,M,1948
6594965325573999,dki,Cakrabirawa Rajasa,F,1986
6595765906487927,dki,Oliva Maheswara,M,1989
4006087081466727574,brizzi,Sutan Embuh Salahudin,M,1975
4012502273006373077,brizzi,Pia Saptono,F,1996
4015639837568333411,brizzi,Karimah Salahudin,F,1992
4034866535408001637,brizzi,Ir. Tasdik Winarno,M,2010
4040507993050813597,brizzi,Imam Pradana,F,1981
4044627593290079491,brizzi,Kalim Putra,F,1989
4048469899809060431,brizzi,"Hesti Kusumo, S.T.",F,1977
4060058529274906600,brizzi,"Tgk. Gina Sitorus, S.Gz",M,2008
4060341720248400161,brizzi,"Winda Winarno, S.Pd",M,1946
4070629595971154744,brizzi,Ami Thamrin,M,1986
4074114259011835374,brizzi,Vero Hutagalung,F,1983
4079046398489481238,brizzi,Wardi Mangunsong,M,1975
4079569924685765897,brizzi,Ibrani Nainggolan,M,2000
4087484815419236202,brizzi,Kezia Hutagalung,F,1993
4088835858128915967,brizzi,Ir. Putri Utama,M,1979
4093128349775311656,brizzi,Dasa Mansur,M,1986
4093470002667535650,brizzi,Kairav Dongoran,F,2004
4097703851248718064,brizzi,Maimunah Thamrin,F,1997
4104888875282062619,brizzi,Tgk. Uda Gunarto,F,1996
4107539733091006903,brizzi,Carla Maulana,F,1993
4118862581354625990,brizzi,Rachel Simbolon,F,1990
4120639796857963734,brizzi,Cornelia Suryono,M,1991
4124479653277670248,brizzi,Cut Septi Wulandari,M,2004
4126414491310853775,brizzi,Dariati Maryadi,F,1985
4128076101888382603,brizzi,"Perkasa Purnawati, S.Gz",F,1971
4129127991194644648,brizzi,Hj. Nadine Susanti,M,1981
4131163223101883379,brizzi,Indah Uyainah,F,1987
4140911047830363924,brizzi,Yance Aryani,M,1978
4157264487056687746,brizzi,Baktiono Prakasa,F,1981
4164228439880077074,brizzi,"Raisa Dabukke, M.Pd",M,1979
4165241323088464328,brizzi,Vinsen Firgantoro,F,2006
4168000420804262864,brizzi,"T. Tirtayasa Narpati, S.Psi",F,1994
4176175431274338490,brizzi,Darsirah Sudiati,M,2008
4181171597083749657,brizzi,"R. Puspa Rahimah, S.Sos",F,1995
4189640459822695962,brizzi,Mutia Mayasari,M,1978
4192676882444533975,brizzi,"R. Legawa Yuliarti, S.Psi",F,1996
4199450082632933049,brizzi,"Nadine Andriani, S.IP",M,1974
4203562511038947968,brizzi,drg. Tantri Situmorang,F,1983
4214467493248935559,brizzi,Dt. Gambira Maryati,M,1981
4215870826343733338,brizzi,R.M. Irwan Mansur,M,1974
4219617295377842342,brizzi,"Ir. Hesti Fujiati, S.T.",F,1997
4225751347437323699,brizzi,Hj. Dewi Firmansyah,M,1978
4234007630783462979,brizzi,"Tgk. Ega Padmasari, S.Sos",F,2008
4234105690626291796,brizzi,Vanesa Budiyanto,M,1998
4236399289828180970,brizzi,Eman Hutasoit,M,1956
4259205586349126267,brizzi,"Winda Saptono, S.Ked",M,1983
4279203692817167963,brizzi,Oskar Mangunsong,F,1995
4294956173069779977,brizzi,Tina Saptono,F,1995
4298112060738897946,brizzi,Karen Zulaika,M,1970
4301046448643115806,brizzi,Rama Firmansyah,F,1992
4306567886746588452,brizzi,Timbul Suartini,F,1996
4312788889307079482,brizzi,Digdaya Thamrin,M,1990
4315872976588851570,brizzi,Rahmi Novitasari,F,1981
4322606149481291208,brizzi,Rosman Halim,M,1992
4326140619726764858,brizzi,Murti Kurniawan,M,2010
4327266845647948637,brizzi,Drs. Asirwanda Januar,F,1999
4348362451721640908,brizzi,Ian Nainggolan,M,1983
4360652449891343257,brizzi,"Luhung Rahmawati, M.Ak",F,1995
4364139557273318765,brizzi,Harsaya Utama,F,2001
4370478057291371892,brizzi,dr. Rahmi Rahimah,F,1980
4371940047525876160,brizzi,Zelda Laksita,M,2009
4384998305312935092,brizzi,Oni Uwais,M,2003
4387418573857438765,brizzi,"Ana Mayasari, M.Ak",M,2003
4391518877735556073,brizzi,Lintang Hutapea,F,2007
4393424535509774814,brizzi,"Ratih Nurdiyanti, M.Pd",M,2008
4402759890633886222,brizzi,"Bahuraksa Narpati, S.Gz",M,1983
4403480045787547104,brizzi,Harjasa Januar,M,1967
4404611226778810111,brizzi,Tgk. Banawi Wibisono,M,1981
4428582927102421723,brizzi,"dr. Belinda Handayani, S.E.",M,2002
4432944384446280081,brizzi,Dt. Gandi Wacana,M,1981
4437250881603997453,brizzi,Mala Salahudin,F,1983
4437456852532209163,brizzi,Puti Ulva Prayoga,F,1987
4448492359421463185,brizzi,"Rahmi Sihombing, S.Farm",M,1988
4451666937375088290,brizzi,drg. Luluh Pradipta,F,2004
4455385206351091343,brizzi,Hendra Lazuardi,F,1980
4460340818222811297,brizzi,Zulaikha Mardhiyah,M,1995
4466333942907443956,brizzi,"H. Ibun Hassanah, S.Pt",F,1998
4469345175264680494,brizzi,"Cut Mila Samosir, M.M.",F,1968
4475487986105118550,brizzi,"Tgk. Dipa Purnawati, S.E.I",F,2012
4476550221067536122,brizzi,Dalima Hariyah,M,1974
4484557309610616405,brizzi,Ellis Lailasari,M,2008
4489337334208780658,brizzi,Irma Nababan,M,2003
4494200539791949338,brizzi,Puti Latupono,M,1966
4499727547407537747,brizzi,"Ir. Shakila Hutapea, M.Farm",F,2000
4504447001811049176,brizzi,Jaswadi Tamba,M,1989
4507197514242809047,brizzi,Dr. Fathonah Uwais,M,1967
4507202110965479473,brizzi,Asirwanda Rajasa,F,2003
4520785148050411280,brizzi,Indah Hartati,M,1969
4525384867508914538,brizzi,Gamani Wibisono,M,1978
4538828078748925469,brizzi,Sutan Aditya Santoso,F,1996
4541730308975683346,brizzi,Ratih Handayani,M,1973
4545616130966800915,brizzi,"Karen Palastri, S.Pt",F,1992
4546378556173971808,brizzi,Najib Wijaya,F,1993
4547245090487583462,brizzi,Padmi Marpaung,F,1992
4556326832434362836,brizzi,Sari Nababan,F,2004
4558670606659888636,brizzi,Tantri Siregar,M,1996
4561136132951674782,brizzi,Maya Manullang,F,1986
4561932486313369523,brizzi,Talia Utama,M,1973
4568520647339602139,brizzi,Kayla Habibi,F,1988
4569004720406572858,brizzi,Uli Situmorang,M,1981
4576861140710803534,brizzi,"R. Saiful Riyanti, S.E.I",F,1990
4583562097218227517,brizzi,"Daliono Maheswara, S.Pd",F,2012
4584810238111051368,brizzi,Maya Laksita,M,1969
4593958293473738295,brizzi,Anastasia Kurniawan,F,1991
4595421859584346329,brizzi,Lintang Saptono,M,1985
4607699817793325136,brizzi,Anita Rahmawati,M,1988
4613366061817460310,brizzi,"Lurhur Prasetya, S.E.I",M,1991
4615192917191717119,brizzi,"R.M. Dasa Jailani, S.H.",F,1979
4633603819468342074,brizzi,Rahmat Gunarto,F,2002
4639185167794628565,brizzi,Shania Mayasari,F,1997
4664503638851963221,brizzi,Darman Puspasari,F,1996
4670481182889512380,brizzi,Kayla Suartini,M,1997
4676547013558532566,brizzi,"Sutan Prabowo Usamah, S.I.Kom",F,1981
4683751365132966547,brizzi,Patricia Hidayat,F,2009
4685818286724028395,brizzi,Kamila Mahendra,F,2004
4703206760710648078,brizzi,Lanang Prastuti,M,1985
4719750605283584414,brizzi,Yono Hutapea,M,2006
4725638979751926133,brizzi,"Murti Simanjuntak, M.Farm",M,1988
4729302648273942756,brizzi,Unjani Usamah,F,2003
4730280883020443501,brizzi,Zamira Puspita,M,1977
4731296980586052393,brizzi,Puti Umi Nugroho,F,2005
4744480387450088900,brizzi,Galur Riyanti,F,1980
4748171899112075310,brizzi,Tgk. Alika Mangunsong,M,2004
4749161925932703003,brizzi,"Rina Simanjuntak, S.Ked",F,1986
4751135111079943129,brizzi,Rahayu Sirait,M,1981
4755059063340087074,brizzi,"Puti Lili Nuraini, M.TI.",M,1984
4761960416255049230,brizzi,Ir. Daru Gunawan,F,1987
4762645289651587751,brizzi,Ghani Waluyo,M,1983
4776929353159041153,brizzi,"Nasim Natsir, M.M.",M,1987
4782118667729879357,brizzi,Drs. Uchita Anggraini,F,2008
4792312628110344784,brizzi,drg. Okta Sitorus,F,2007
4798412351689028870,brizzi,Warsa Gunawan,F,1986
4799775332826768700,brizzi,Lasmanto Marpaung,M,1982
4814740608115622982,brizzi,dr. Embuh Wijaya,M,2001
4817213825212301713,brizzi,"Puti Kamaria Prayoga, M.Pd",M,2008
4818110872205184864,brizzi,Shania Ardianto,M,1969
4826805717636477275,brizzi,Artanto Wacana,F,1977
4837447905158177016,brizzi,Halim Siregar,F,1987
4845152371767796654,brizzi,Endah Puspita,F,2004
4860703116052362925,brizzi,Sidiq Rahmawati,F,1983
4860968417507585403,brizzi,Intan Usada,M,1992
4862737844805243474,brizzi,Pia Kuswandari,M,1988
4863011275705925560,brizzi,"Nyoman Waskita, S.Ked",M,1990
4866015896366005266,brizzi,Mahesa Tampubolon,M,1972
4868766606269426510,brizzi,Paulin Nugroho,M,1984
4873567085628236731,brizzi,R.A. Ghaliyati Susanti,M,1997
4874486601260594074,brizzi,Cemani Lazuardi,F,1990
4874773937841002647,brizzi,"dr. Farah Yuliarti, M.Pd",F,1985
4880377652769980677,brizzi,Drs. Betania Wahyuni,M,2010
4907208153127941689,brizzi,Cemeti Padmasari,F,1993
4909284437358495207,brizzi,Bakiman Budiman,F,1981
4916430456848946627,brizzi,"Ir. Chelsea Usada, M.M.",M,1981
4941966320527194737,brizzi,Widya Nuraini,F,1994
4946058391117592554,brizzi,Gara Yuniar,M,1988
4957958811110735429,brizzi,Diana Putra,F,1985
4958145744734359718,brizzi,dr. Balangga Zulkarnain,F,1989
4963710913075879668,brizzi,Ophelia Firmansyah,M,2000
4965463575651342140,brizzi,Mutia Marbun,F,2006
4980154953674018562,brizzi,Ir. Dinda Mandala,F,1993
4980316891349967240,brizzi,"dr. Nadine Lestari, M.M.",M,1994
4980564692107508708,brizzi,"Drs. Yessi Wulandari, M.Farm",M,2008
4986663118222525457,brizzi,Yahya Narpati,F,2010
4995586292967989635,brizzi,"Tgk. Gandi Nashiruddin, S.IP",M,1993
4997693930906134609,brizzi,"Cahyo Hutagalung, S.Pt",M,1989
