"transID","payCardID","corridorPK","direction","tapInTime","tapInStopPK","stopStartSeq","tapOutTime","tapOutStopPK","stopEndSeq","payAmount"
TCEH547R8J40NC,4739532514157439,19,0,"2023-04-19 07:01:55",36,8,"2023-04-19 08:45:25",1517,18,3500
TCFQ663G4W28BJ,4455586187126891,32,1,"2023-04-05 20:03:50",899,6,"2023-04-05 21:07:44",102,7,3500
TCGS903O6D98KU,4489337334208780658,96,1,"2023-04-13 08:20:48",874,15,"2023-04-13 09:17:44",189,17,3500
TCHR497G2W36HG,5598626771361457,82,1,"2023-04-05 21:10:40",685,0,"2023-04-05 22:47:34",101,2,0
TCIN366D2N29GI,3527853482331808,62,0,"2023-04-28 17:16:52",413,12,"2023-04-28 18:39:55",1073,13,3500
TCJH501T4Z71MP,213111941956573,26,0,"2023-04-03 19:06:41",954,17,"2023-04-03 20:24:06",1219,24,0
TCJN417Z4X87WY,6534345904864320,170,1,"2023-04-03 19:38:37",1098,6,"2023-04-03 20:47:10",2152,29,0
TCJP206P3D34CX,676170059098,57,0,"2023-04-28 17:58:11",408,10,"2023-04-28 19:10:07",525,14,3500
TCJW164W7O23IB,3521870832057616,118,0,"2023-04-19 12:07:05",2120,5,"2023-04-19 13:52:24",3416,6,3500
TCKG123R4K06KX,560124338883,63,0,"2023-04-03 17:16:01",181,26,"2023-04-03 18:11:02",2626,43,0
TCKJ190Z6W02AP,4767711653196,32,1,"2023-04-11 19:47:23",183,12,"2023-04-11 21:21:54",118,14,3500
TCKM950B1J57WN,5348700024599545,166,1,"2023-04-17 21:31:24",1150,8,"2023-04-17 23:13:01",816,9,0
TCLU262H9V49KY,4726554349155,65,0,"2023-04-13 08:31:20",581,13,"2023-04-13 09:59:50",2747,44,0
TCND043N8Q44VG,5348700024599545,166,0,"2023-04-04 09:56:50",816,0,"2023-04-04 10:28:08",2606,5,0
TCNN373O9W56XQ,565511286645,69,1,"2023-04-26 18:27:53",551,0,"2023-04-26 19:19:44",1059,1,0
TCOL299M1N09LC,2257480643432230,182,1,"2023-04-19 09:08:09",365,11,"2023-04-19 10:59:26",1869,35,0
TCOV159R9R68NR,3567627939359872,15,0,"2023-04-24 19:13:24",1300,36,"2023-04-24 20:15:25",1185,41,3500
TCPK199A3M12DC,4949430360722628,179,1,"2023-04-10 19:14:45",387,14,"2023-04-10 20:09:53",2691,26,3500
TCPO403B5F64KK,4364139557273318765,73,1,"2023-04-03 21:19:59",127,4,"2023-04-03 22:35:15",529,17,3500
TCQA058C4Z52GG,6540672233441260,36,1,"2023-04-13 17:46:28",698,11,"2023-04-13 19:16:15",877,16,0
TCQC256M9N69NQ,4543133446525763,78,1,"2023-04-14 16:47:20",589,1,"2023-04-14 18:34:58",1483,13,3500
TCRL830R3Z97BE,6011971911544803,54,0,"2023-04-26 20:21:36",868,2,"2023-04-26 22:19:58",2850,15,3500
TCSM994J4S14VI,4969389181181692,11,1,"2023-04-06 20:17:04",1457,4,"2023-04-06 21:09:05",1844,19,3500
TCSZ620J1U13RO,3537344445143314,64,1,"2023-04-27 06:18:48",127,4,"2023-04-27 07:00:31",89,5,3500
TCTH250C7F27PF,347922988875941,116,1,"2023-04-30 12:52:09",2310,11,"2023-04-30 13:43:11",1245,16,0
TCTM187E5S66WP,4176175431274338490,153,1,"2023-04-04 07:13:56",133,12,"2023-04-04 08:42:15",2845,18,
TCTV479K1Q91BU,343089855267893,50,0,"2023-04-06 18:07:21",852,3,"2023-04-06 19:47:57",2842,9,3500
TCUM624A6K51ES,4551895931872012,23,0,"2023-04-19 06:07:49",345,13,"2023-04-19 08:06:12",2789,19,3500
TCUQ654M1R93FF,4448373768784,37,1,"2023-04-22 19:16:32",2063,33,"2023-04-22 20:31:20",2581,36,3500
TCUQ792D4Z69JF,3587341902618993,188,0,"2023-04-25 16:11:01",712,11,"2023-04-25 17:05:29",1943,22,0
TCUZ553B2O23EL,4494200539791949338,206,0,"2023-04-13 06:24:43",1290,30,"2023-04-13 07:39:22",2994,33,0
TCVH963W6Z35GS,6509916602424061,180,1,"2023-04-17 19:57:31",476,11,"2023-04-17 21:09:33",2980,14,0
TCVI305Y3U16AK,4868766606269426510,161,1,"2023-04-25 16:45:25",292,23,"2023-04-25 17:43:50",2659,25,0
TCVJ360R5X66HX,370997459832910,113,1,"2023-04-26 16:12:10",462,9,"2023-04-26 17:27:32",585,19,3500
TCVX843G4J70MD,3575787320226609,205,0,"2023-04-18 05:46:06",1219,9,"2023-04-18 06:12:56",640,10,0
TCWM782L9J68SB,676192275250,16,0,"2023-04-03 07:27:09",881,21,"2023-04-03 07:59:11",809,27,3500
TCWZ057V8P98PM,502057680857,29,0,"2023-04-26 17:53:30",697,22,"2023-04-26 19:40:41",2741,37,0
TCXA298O4S34UP,4928589848629,99,0,"2023-04-07 05:01:12",1072,17,"2023-04-07 05:40:08",273,19,3500
TCYL088E2K07SB,3520019550205566,84,0,"2023-04-21 19:06:48",105,35,"2023-04-21 20:55:39",2047,39,0
TCZZ674A3A25JE,180073186339783,91,0,"2023-04-19 13:02:42",1156,3,"2023-04-19 13:54:52",2969,12,0
TDAD632T8J51OY,501828129459,34,0,"2023-04-13 16:07:37",419,13,"2023-04-13 17:27:59",809,15,
TDAI418T6Q49RY,3536054810131767,25,1,"2023-04-10 17:29:52",921,8,"2023-04-10 18:49:10",2878,24,0
TDCF571X6U02GH,213191293100137,23,1,"2023-04-17 16:12:36",758,2,"2023-04-17 17:25:46",2932,6,3500
TDCF966J0I66OI,4375765946745400,92,1,"2023-04-11 16:19:22",783,0,"2023-04-11 17:56:49",35,3,3500
TDCH651H4U58TI,3576239635494729,142,0,"2023-04-26 06:58:19",1593,25,"2023-04-26 07:52:46",3158,34,0
TDCJ564N0A62IZ,4542110885190433,149,1,"2023-04-25 17:05:54",260,13,"2023-04-25 18:41:36",2864,20,0
TDCL400N6X81PZ,2251394829781052,185,0,"2023-04-16 16:30:04",440,50,"2023-04-16 17:47:22",2704,52,3500
TDCU790Q2C02BH,4526942453399131,,1,"2023-04-06 05:06:56",644,8,"2023-04-06 05:38:58",180,28,3500
TDCW856Z3Q01PY,4040314383482,166,0,"2023-04-15 05:12:29",816,0,"2023-04-15 07:00:05",1532,7,0
TDCZ151L9L44QJ,180039849944954,,1,"2023-04-17 06:55:01",935,36,"2023-04-17 08:52:17",2886,37,0
TDEC311Q9F34TH,3567627939359872,15,0,"2023-04-26 20:47:07",1300,36,"2023-04-26 22:34:39",1185,41,3500
TDEK241K0P28PX,180040603003177,174,1,"2023-04-21 17:16:27",1425,28,"2023-04-21 18:26:30",3107,42,0
TDFH860A5A33XY,30412791717573,38,1,"2023-04-11 09:34:35",44,18,"2023-04-11 11:15:57",2058,43,0
TDGE366A5A86YG,374826778607941,115,0,"2023-04-18 15:12:08",1206,43,"2023-04-18 16:16:19",2992,51,0
TDHX504G3L99KK,6582901155320791,44,1,"2023-04-17 07:24:02",52,10,"2023-04-17 08:56:03",2584,19,0
TDIY341Y5S79UU,340858239719917,163,1,"2023-04-03 06:51:56",398,12,"2023-04-03 07:17:19",982,18,3500
TDIY537F4I55YY,4230327309726801,38,1,"2023-04-11 05:48:23",742,14,"2023-04-11 06:22:56",2808,16,0
TDJG048P6D74LZ,4729781006341363,103,1,"2023-04-11 21:54:35",1144,33,"2023-04-11 22:57:12",2965,53,0
TDJO447R9E99IW,6595765906487927,34,0,"2023-04-10 06:44:18",39,17,"2023-04-10 07:46:05",70,18,
TDJV023B2S77HI,3565305562822738,88,1,"2023-04-15 08:31:32",989,6,"2023-04-15 09:33:45",2179,7,
TDKH324F3K64CG,3585368335087506,,1,"2023-04-25 06:31:06",1266,45,"2023-04-25 08:27:32",3021,58,0
TDKK413T7A86UW,4306399682236699,121,0,"2023-04-24 16:52:29",190,35,"2023-04-24 18:27:41",2629,43,0
TDKR816C9X80XY,213146091952345,130,0,"2023-04-25 05:39:11",1125,8,"2023-04-25 06:17:52",2231,24,0
TDKS859H5B60XP,213184927022546,56,1,"2023-04-25 18:33:50",966,48,"2023-04-25 19:38:33",2899,50,0
TDLE802Z6Q18VM,213115245142137,101,1,"2023-04-11 06:59:16",358,27,"2023-04-11 07:54:41",2685,34,0
TDLK806F0V49RL,4528824477684144,90,0,"2023-04-21 18:26:52",139,16,"2023-04-21 19:52:40",1562,28,3500
TDMA873K4Y50VQ,6571636366239447,56,0,"2023-04-10 06:36:26",321,34,"2023-04-10 07:29:31",995,59,0
TDNC252M3M94JJ,371937801787353,37,1,"2023-04-04 20:17:18",43,35,"2023-04-04 21:16:07",2581,36,3500
TDNY144S4M57ZS,4150186692389,121,0,"2023-04-10 16:59:05",566,26,"2023-04-10 18:46:38",2743,42,0
TDOC593Y6R26RR,3504385786384834,19,0,"2023-04-24 09:21:19",1228,19,"2023-04-24 10:23:32",1991,20,3500
TDON976Q8C64FF,588376777318,206,0,"2023-04-13 11:23:11",810,2,"2023-04-13 11:56:26",3050,22,0
TDOR850K3U47ZA,4897033850053,70,1,"2023-04-12 17:21:36",159,0,"2023-04-12 18:38:54",1546,8,3500
TDOX861R5Y15SU,6011206561670347,177,1,"2023-04-04 16:22:10",837,2,"2023-04-04 18:06:39",227,4,0
TDPA638Y2R15JG,3569562588766630,77,1,"2023-04-18 06:44:02",94,0,"2023-04-18 07:36:01",136,1,0
TDPN842M4E74HE,3507250769984157,74,0,"2023-04-13 09:20:41",794,30,"2023-04-13 09:48:16",2830,32,0
TDPV086Z6M97DJ,60404498697,36,1,"2023-04-20 21:08:49",877,16,"2023-04-20 23:00:36",1756,33,0
TDQI604G4F71ZP,2237024668362032,65,1,"2023-04-23 08:31:53",2311,45,"2023-04-23 10:11:28",3494,46,0
TDQL931X1H30IS,4192676882444533975,,0,"2023-04-10 07:20:56",285,1,"2023-04-10 08:11:42",134,2,3500
TDQX745B0L00XM,4721742558058605,119,1,"2023-04-18 08:12:14",968,10,"2023-04-18 09:41:23",78,14,3500
TDRH302O9F13GS,213146115464780,190,1,"2023-04-04 09:08:07",405,7,"2023-04-04 10:43:33",657,33,0
TDRW354U5T23OZ,2237440645700724,96,0,"2023-04-03 16:48:37",282,16,"2023-04-03 17:44:08",125,17,3500
TDSE647P2I38JX,4378713285050450,139,1,"2023-04-13 09:26:14",634,43,"2023-04-13 10:31:24",2770,44,0
TDSN111X1V24KC,2267435685058176,160,0,"2023-04-14 05:09:47",1374,13,"2023-04-14 05:34:16",3076,39,0
TDSZ744Y2I05IX,4000041838802,100,1,"2023-04-27 17:12:13",552,7,"2023-04-27 18:25:36",278,8,0
TDTO872N2H15SC,4735363010235782,48,0,"2023-04-08 08:52:47",121,11,"2023-04-08 09:34:03",129,13,3500
TDUK196D1I16QA,30441889571006,,1,"2023-04-13 06:11:29",876,43,"2023-04-13 06:59:56",1768,47,0
TDUR702Q2P13PI,584795923666,43,0,"2023-04-17 06:03:20",1241,18,"2023-04-17 07:12:53",1941,19,3500
TDUS890Z9E49YH,6580235224672813,57,0,"2023-04-27 06:49:53",393,8,"2023-04-27 07:12:18",564,9,3500
TDUX893V4F07WM,2268827633129357,66,0,"2023-04-03 06:20:51",1660,19,"2023-04-03 06:56:08",2044,24,0
TDWF097X2M36XA,3560553042793780,133,1,"2023-04-07 05:47:54",573,9,"2023-04-07 06:14:50",1500,14,0
TDXB174T6O40JJ,213121690546749,177,1,"2023-04-27 17:29:51",1589,25,"2023-04-27 18:53:50",3157,30,0
TDYE868Y8U70TT,4273966735515,6,1,"2023-04-19 07:42:24",1296,13,"2023-04-19 09:03:43",432,15,0
TDYO983V0U14IT,574726750023,174,1,"2023-04-13 17:59:13",927,1,"2023-04-13 18:55:58",2413,30,0
TDYW496N4U62BN,4231995142673,19,1,"2023-04-13 06:37:15",1527,8,"2023-04-13 07:01:24",989,24,3500
TDYY683F7O59UI,4504835338188867,122,0,"2023-04-13 13:18:53",1541,10,"2023-04-13 13:47:24",1349,26,0
TDZK457C6Q34QR,346910704516122,112,1,"2023-04-28 06:36:56",340,0,"2023-04-28 07:22:48",60,15,3500
TEAF688J1I96OW,213187760461390,151,0,"2023-04-17 09:23:42",173,12,"2023-04-17 11:18:57",388,14,20000
TEAO848Q9Q15GH,3536007702267420,199,0,"2023-04-19 20:05:29",1604,43,"2023-04-19 21:29:12",2704,44,0
TEAW219V8D72BU,3552994986533131,62,0,"2023-04-14 21:30:14",74,4,"2023-04-14 22:26:00",529,6,3500
TEAZ648H1X92YT,3583719174260210,193,1,"2023-04-26 19:51:29",825,0,"2023-04-26 21:45:32",2053,1,20000
TEBW519M7L33QT,4575486841940,116,1,"2023-04-18 16:22:42",256,23,"2023-04-18 17:31:46",2650,26,0
TECB067B9T85DS,4192676882444533975,131,1,"2023-04-07 18:10:12",285,1,"2023-04-07 19:53:36",214,2,3500
TECV051V9T49JE,4461146257530,131,0,"2023-04-12 17:22:52",214,0,"2023-04-12 18:15:41",134,2,3500
TECW452O5P19ZD,3548815673143131,73,0,"2023-04-04 17:59:08",270,10,"2023-04-04 19:46:56",450,19,3500
TEDH821M5O05KM,3599499494778116,137,1,"2023-04-16 06:00:04",1751,33,"2023-04-16 07:50:27",132,41,0
TEDM099A4V67ZJ,5164263631970030,14,1,"2023-04-17 21:15:23",464,3,"2023-04-17 22:15:17",2713,43,0
TEGA991J6E25LQ,4583892581346290,103,1,"2023-04-30 13:44:08",2312,32,"2023-04-30 14:30:05",147,48,0
TEGY177N2M93YM,4348256733711510,146,0,"2023-04-12 20:35:50",22,51,"2023-04-12 22:32:03",1953,54,0
TEHJ514Y4B94KZ,6011822091986589,42,1,"2023-04-26 08:30:34",518,15,"2023-04-26 09:34:46",816,23,3500
TEIB234F9Y94VE,563170787110,4,1,"2023-04-10 06:43:22",1462,6,"2023-04-10 07:04:28",1796,19,0
TEIW515K7U41AY,3533955956389840,102,0,"2023-04-27 09:43:27",1111,46,"2023-04-27 11:08:24",2904,50,0
TEKW983A1O49ZZ,3545483364022719,,0,"2023-04-19 06:31:02",297,23,"2023-04-19 07:45:23",2401,26,0
TELG564W0H03HM,180048325425156,41,1,"2023-04-04 08:46:11",48,11,"2023-04-04 10:24:14",2197,19,0
TELQ063Z2K20BZ,4563392639388729,102,0,"2023-04-20 17:08:49",749,28,"2023-04-20 18:26:49",2904,50,0
TEMB844Z3B35OW,4866640196160616,63,1,"2023-04-27 09:29:39",903,16,"2023-04-27 10:24:15",39,31,0
TEML491E7W02ZW,213107317059919,55,1,"2023-04-19 21:45:10",714,32,"2023-04-19 23:08:01",2799,33,0
TEMP090L8Q76CN,4380875529452127,29,0,"2023-04-21 06:48:41",1298,12,"2023-04-21 07:48:39",1505,24,0
TEMP750M0E00OJ,3559367200080515,147,0,"2023-04-10 05:12:10",89,5,"2023-04-10 05:41:56",1676,7,3500
TEMW567C7K23LH,5430018591726410,195,1,"2023-04-28 17:43:56",1627,12,"2023-04-28 19:27:01",2785,19,0
TENF643S6W40GN,180004593186475,106,0,"2023-04-19 19:39:24",200,0,"2023-04-19 20:38:05",1773,11,3500
TENG858C6J30YJ,4106531301179023,29,0,"2023-04-20 06:09:37",1505,24,"2023-04-20 06:54:50",106,35,0
TENH375T3W92HO,4799378402955576,5,0,"2023-04-26 17:19:15",729,6,"2023-04-26 18:52:29",230,12,3500
TENP211X5J78RC,3500714556028764,80,1,"2023-04-21 20:59:27",84,13,"2023-04-21 22:32:15",2365,14,3500
TEOA734K7T57KS,4176175431274338490,153,0,"2023-04-17 21:34:05",1147,17,"2023-04-17 22:50:50",959,24,
TEOR595R1C05XS,3537344445143314,64,1,"2023-04-05 06:21:11",127,4,"2023-04-05 07:18:15",89,5,3500
TEOT934T0T58JU,30375353002744,154,0,"2023-04-15 18:51:48",839,10,"2023-04-15 20:27:01",455,13,3500
TEOZ149G4Q15UZ,2291402671071407,17,1,"2023-04-10 16:49:37",13,13,"2023-04-10 17:44:39",58,14,3500
TEPD451U0B93LN,345711968178505,60,0,"2023-04-04 17:19:58",294,0,"2023-04-04 18:18:45",1853,12,20000
TEPO432F9Y30OU,213125070843980,59,0,"2023-04-19 07:01:49",69,0,"2023-04-19 08:47:01",825,2,20000
TEQD625K7H56RW,3545499820365948,38,0,"2023-04-18 17:49:47",1193,19,"2023-04-18 18:46:46",186,33,0
TEQE867H1B34FB,676266186037,26,1,"2023-04-20 07:07:47",1197,6,"2023-04-20 08:30:51",2644,18,0
TEQT017U4W26PP,30453434239088,67,0,"2023-04-13 16:08:09",82,11,"2023-04-13 18:04:33",2593,14,0
TEQV020N1K19EW,6544577386584806,151,1,"2023-04-17 16:01:53",592,5,"2023-04-17 17:33:43",1559,6,20000
TERC196Z9E65GV,376364308641089,176,0,"2023-04-04 08:53:40",564,17,"2023-04-04 09:14:27",273,23,3500
TERF943M1T61GG,180076677620512,180,0,"2023-04-18 17:55:54",325,1,"2023-04-18 19:51:20",2709,6,0
TERH548L0N85CY,213136570183140,89,1,"2023-04-18 06:07:43",1022,10,"2023-04-18 06:57:28",869,16,0
TERN488O7X92ZQ,4440511208147260,131,1,"2023-04-12 19:23:51",285,1,"2023-04-12 20:21:36",214,2,3500
TERQ428Z6Y77EB,4551895931872012,23,1,"2023-04-25 21:02:20",975,11,"2023-04-25 22:44:31",1585,20,3500
TERU812A4P82TT,3552994986533131,62,0,"2023-04-12 17:03:00",74,4,"2023-04-12 19:02:34",529,6,3500
TESD992Z5V24AH,563170787110,4,0,"2023-04-06 19:06:33",689,35,"2023-04-06 20:08:08",2792,62,0
TESV526I8E63UK,4947438345710982,,1,"2023-04-10 05:07:11",1142,16,"2023-04-10 05:44:44",242,30,3500
TESY653L5L98LX,347204308990092,153,1,"2023-04-05 06:02:34",133,12,"2023-04-05 06:58:22",1147,14,
TETO214A6E60RN,4909284437358495207,105,0,"2023-04-03 17:05:41",15,26,"2023-04-03 17:56:05",1590,29,3500
TETY985W2R73BD,4238644242805860,,1,"2023-04-05 16:22:10",1260,14,"2023-04-05 17:16:03",1149,18,3500
TEUI305V7C42WN,213100436673249,115,0,"2023-04-27 21:53:12",1501,16,"2023-04-27 23:09:48",3130,32,0
TEUN417D8D16SX,180074853270640,105,0,"2023-04-18 17:36:23",630,9,"2023-04-18 18:55:45",2768,19,3500
TEUS076R6Y92ZZ,2246744141931579,47,0,"2023-04-24 06:08:14",1563,6,"2023-04-24 07:39:01",2790,16,0
TEUX902F7L06JV,4948977213350,214,1,"2023-04-18 16:09:28",441,3,"2023-04-18 17:52:09",2852,4,0
TEVD485Y1N10GJ,4513655143046,,1,"2023-04-07 18:57:16",660,1,"2023-04-07 20:00:10",498,3,3500
TEWI345K9U33BP,342543475347247,48,0,"2023-04-24 19:17:36",221,20,"2023-04-24 20:20:55",189,21,3500
TEWV090O8C45LH,5578930710752840,205,1,"2023-04-15 06:12:19",506,3,"2023-04-15 07:06:31",677,12,0
TEXF767O9X33HQ,676283044227,178,0,"2023-04-06 17:10:09",479,6,"2023-04-06 18:48:34",1947,9,20000
TEXJ453M6K23CU,4664503638851963221,55,0,"2023-04-26 05:41:39",1362,25,"2023-04-26 06:04:54",1419,28,0
TEXL531X5Q53AR,4389389255631822,42,0,"2023-04-08 06:55:16",22,7,"2023-04-08 08:20:54",487,11,3500
TEXT717Q1Z19AT,340631865010459,92,1,"2023-04-06 06:57:30",274,19,"2023-04-06 07:51:19",1605,22,3500
TEYU581N8Y93IQ,2276099634138221,45,1,"2023-04-03 06:07:45",138,17,"2023-04-03 06:37:33",2610,23,3500
TFAD753S2P19KN,3536260321802008,128,0,"2023-04-13 18:38:00",239,16,"2023-04-13 20:03:07",1033,26,3500
TFAF916J9Z80GC,3570416613897992,99,0,"2023-04-13 06:43:49",118,8,"2023-04-13 07:21:02",658,9,3500
TFAP204M2T22YD,4885331907664776,30,0,"2023-04-27 06:45:38",479,13,"2023-04-27 07:20:01",1517,21,3500
TFBA135M9F02OD,6011538949512787,104,0,"2023-04-13 06:34:53",490,6,"2023-04-13 07:51:20",2724,41,0
TFBA876H9L48DY,3575787320226609,205,0,"2023-04-03 05:06:44",1219,9,"2023-04-03 05:39:08",640,10,0
TFDE101B8J95GI,676170489782,30,0,"2023-04-07 18:02:03",71,2,"2023-04-07 19:37:30",731,15,3500
TFDF856F1I89DM,4726554349155,65,0,"2023-04-14 07:03:58",581,13,"2023-04-14 07:27:57",2747,44,0
TFDS426K8A83DU,6011162006507240,132,1,"2023-04-26 17:16:28",215,22,"2023-04-26 18:07:02",1659,24,0
TFEK843V1Z18ZF,341371220559499,177,1,"2023-04-05 06:43:21",341,13,"2023-04-05 07:06:08",2033,19,0
TFEN080F1U14DP,3574760392403324,194,0,"2023-04-16 17:23:06",2157,4,"2023-04-16 18:39:11",1041,5,3500
TFFI323M6E28MH,2291402671071407,17,1,"2023-04-25 17:48:21",13,13,"2023-04-25 19:08:37",58,14,3500
TFFL777L9P85BW,4247047725165183,29,0,"2023-04-26 09:50:45",30,2,"2023-04-26 10:25:03",2576,47,0
TFFO725N7V08AU,4446021936531169,84,0,"2023-04-06 06:16:18",762,28,"2023-04-06 07:51:47",2916,29,0
TFFR317Z7U96JQ,346939661435562,140,1,"2023-04-07 21:27:27",1189,0,"2023-04-07 22:48:27",1448,5,20000
TFGB967C5Y34WF,4920568766034164,4,0,"2023-04-18 06:04:24",627,39,"2023-04-18 06:36:27",2765,64,0
TFGY772Y1G83TZ,676379677179,46,1,"2023-04-06 06:31:10",268,17,"2023-04-06 07:55:46",293,18,3500
TFHI645E1P70LE,213184927022546,56,0,"2023-04-26 06:14:10",726,48,"2023-04-26 06:37:08",2176,56,0
TFIO518N2X54UT,213191293100137,23,0,"2023-04-03 06:45:03",158,18,"2023-04-03 07:06:05",2617,21,3500
TFJP141B5E00HB,4719371541269014,82,1,"2023-04-24 06:38:18",685,0,"2023-04-24 07:36:00",101,2,0
TFKM029G7I40JY,4071961106848962,81,0,"2023-04-21 05:00:05",100,0,"2023-04-21 05:51:05",1031,1,0
TFKP116U1C62HV,3507107976417837,119,0,"2023-04-12 05:32:18",336,8,"2023-04-12 06:31:36",411,13,3500
TFLE175J1C86YD,2294823290681911,126,1,"2023-04-26 17:51:54",202,5,"2023-04-26 19:51:54",2361,9,20000
TFLM469H7B31RH,4393424535509774814,60,1,"2023-04-06 09:25:16",203,0,"2023-04-06 09:46:34",651,5,20000
TFMQ106E2E92IY,639067876230,174,0,"2023-04-17 06:01:07",469,40,"2023-04-17 07:45:51",88,52,0
TFMQ631D2D51OX,639040388584,154,1,"2023-04-18 17:49:43",330,11,"2023-04-18 19:06:03",132,13,3500
TFMV465K4Q37KT,4199450082632933049,162,0,"2023-04-05 05:05:37",294,0,"2023-04-05 06:04:48",134,1,3500
TFNK094I6C85JY,4380875529452127,29,1,"2023-04-07 17:21:55",1358,13,"2023-04-07 18:32:40",3070,16,0
TFOY478D1D65RF,3504385786384834,19,0,"2023-04-27 08:23:56",1228,19,"2023-04-27 09:48:09",1991,20,3500
TFPC794J6A87YB,3580401035990896,179,1,"2023-04-24 16:01:32",500,8,"2023-04-24 17:11:35",1685,20,3500
TFPV550A6K96SX,4703206760710648078,140,0,"2023-04-26 07:36:11",207,1,"2023-04-26 09:10:55",1654,5,20000
TFQD210I9P44PK,4607578492019777,107,0,"2023-04-14 17:46:13",814,31,"2023-04-14 19:43:03",432,32,3500
TFQE371Q9K18SL,377643054710555,167,0,"2023-04-10 20:11:28",1479,5,"2023-04-10 21:19:13",3120,12,3500
TFRA396G6W78PD,3569562588766630,77,1,"2023-04-03 06:16:29",94,0,"2023-04-03 07:11:37",136,1,0
TFRE751N1C16QW,30471989684136,19,1,"2023-04-13 16:17:04",20,16,"2023-04-13 17:43:36",1115,21,3500
TFRZ280D4G92GQ,4868902332492297,102,1,"2023-04-04 09:20:11",749,33,"2023-04-04 11:11:37",2812,41,0
TFSY797W4C96AI,3516594869567563,90,0,"2023-04-11 09:38:54",847,24,"2023-04-11 10:05:41",67,29,3500
TFTS997O9W68NA,2720067582504076,183,0,"2023-04-12 17:48:31",311,1,"2023-04-12 19:02:59",708,11,3500
TFTY671W8I20RC,5542490449138301,179,0,"2023-04-07 16:34:24",1176,5,"2023-04-07 17:47:00",2982,8,3500
TFTZ913X1O43NB,2589024911735525,89,1,"2023-04-11 20:14:00",115,34,"2023-04-11 21:39:42",1953,36,0
TFVR926K9H37MZ,572846044996,56,1,"2023-04-21 21:33:07",567,49,"2023-04-21 22:37:23",2744,51,0
TFVT922I6B42BY,36768379265457,50,0,"2023-04-05 06:35:02",686,30,"2023-04-05 07:15:04",390,31,3500
TFVW117K5Z38DW,3533554681284713,1,1,"2023-04-21 07:58:29",502,7,"2023-04-21 08:40:01",2728,37,0
TFWK951J2W83OD,4964008481270,23,0,"2023-04-07 16:23:32",431,7,"2023-04-07 18:16:25",725,27,3500
TFXE357P4A13IK,6011318555985316,85,1,"2023-04-18 08:33:12",911,2,"2023-04-18 09:13:03",2546,6,0
TFXK571E1S40UN,4752851022235137,3,1,"2023-04-03 18:45:17",3,16,"2023-04-03 19:52:13",2404,23,0
TFYS434S0Z23PX,639099174703,107,0,"2023-04-06 05:04:47",1409,23,"2023-04-06 06:02:23",1286,29,3500
TGAB433W1O36AX,2238533576611255,14,1,"2023-04-17 20:44:46",717,30,"2023-04-17 21:56:35",2299,41,0
TGAP561J5Z02ZE,378459243668060,59,1,"2023-04-20 09:19:55",825,0,"2023-04-20 10:13:55",710,2,20000
TGBW811A6N35KV,213174928876354,24,1,"2023-04-05 19:27:23",1067,1,"2023-04-05 20:28:58",1785,13,3500
TGDG394D5O58CP,4214467493248935559,208,0,"2023-04-14 06:41:58",589,8,"2023-04-14 07:29:06",151,9,
TGDK876K1R21LP,30335751052527,114,0,"2023-04-08 09:45:10",278,6,"2023-04-08 10:21:34",826,8,3500
TGDT630X3E53DU,60403675436,118,1,"2023-04-26 08:59:24",1126,11,"2023-04-26 10:42:34",2651,12,3500
TGED205Z9M88OP,213136570183140,89,0,"2023-04-19 17:31:25",1323,34,"2023-04-19 19:28:26",3047,37,0
TGED820E5Y20XM,4542110885190433,149,1,"2023-04-12 18:45:56",260,13,"2023-04-12 20:29:48",2864,20,0
TGEG150P7L16ZW,347204308990092,153,1,"2023-04-28 06:14:38",133,12,"2023-04-28 07:05:12",1147,14,
TGEG583V6D90YL,377491408293302,77,0,"2023-04-21 08:34:02",136,0,"2023-04-21 09:30:16",94,1,0
TGEX067C1N12NN,575724437786,205,1,"2023-04-05 09:24:06",505,4,"2023-04-05 10:53:14",2729,5,0
TGEZ348Q3J41DY,2377960243266687,136,1,"2023-04-15 15:15:19",2313,5,"2023-04-15 17:00:53",2101,6,0
TGGB243W7V84AL,370015486110380,88,0,"2023-04-18 12:54:49",312,14,"2023-04-18 13:56:47",2087,15,
TGGF339Q9J91GO,6594038151360079,66,0,"2023-04-20 18:15:48",300,28,"2023-04-20 19:34:36",2662,31,0
TGGY323W9O26GS,3501420578252437,173,0,"2023-04-03 18:05:53",436,2,"2023-04-03 20:04:26",124,16,3500
TGHA814T7G22EI,4920568766034164,4,1,"2023-04-04 21:35:47",1001,46,"2023-04-04 23:32:42",2835,64,0
TGJA651E7X11AJ,4739532514157439,19,1,"2023-04-19 20:19:39",349,20,"2023-04-19 21:26:09",1583,22,3500
TGKM027P7L21HJ,36291352939899,120,1,"2023-04-22 19:55:38",1188,3,"2023-04-22 20:26:11",823,7,0
TGLF119F8Z88AW,4924888393613412,143,1,"2023-04-11 17:47:55",474,12,"2023-04-11 19:35:27",2851,25,3500
TGLJ154B1M64SX,378851219912235,129,0,"2023-04-26 05:56:00",1282,14,"2023-04-26 06:46:42",3032,27,0
TGLM946A0S67CZ,3580438908059433,53,0,"2023-04-14 19:31:22",1548,18,"2023-04-14 21:09:33",1079,21,0
